DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
200100587,02/06/2020 12:00:00 AM,02/06/2020 12:00:00 AM,1135,1,Central,163,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1310 1307 0329 1402,66,F,A,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,998.0,,,8TH,SPRING,34.0431,-118.2536
201815347,08/10/2020 12:00:00 AM,08/10/2020 12:00:00 AM,1542,18,Southeast,1862,2,624,BATTERY - SIMPLE ASSAULT,0444 1810 0913 0416 0448 0603,65,M,B,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,200 W  118TH                        ST,,33.9265,-118.2783
220516127,11/18/2022 12:00:00 AM,11/16/2022 12:00:00 AM,2300,5,Harbor,558,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 1309 0913 2000 0602 1821 1241,49,F,H,501.0,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,IC,Invest Cont,930.0,,,,400 N  PALOS VERDES                 ST,,33.746,-118.2817
200817433,12/10/2020 12:00:00 AM,12/10/2020 12:00:00 AM,1030,8,West LA,802,2,662,"BUNCO, GRAND THEFT",0344 0701,26,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,662.0,,,,1200    MONUMENT                     ST,,34.0512,-118.5248
230507892,04/17/2023 12:00:00 AM,04/17/2023 12:00:00 AM,1710,5,Harbor,517,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0445 0416 2004,52,F,H,108.0,PARKING LOT,500.0,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,230.0,,,,1300 N  AVALON                       BL,,33.7888,-118.2631
231504376,01/10/2023 12:00:00 AM,10/15/2022 12:00:00 AM,1200,15,N Hollywood,1509,2,662,"BUNCO, GRAND THEFT",0344 1202 0701,78,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,662.0,,,,7300    RIVERTON                     AV,,34.2032,-118.3659
211905264,02/04/2021 12:00:00 AM,02/04/2021 12:00:00 AM,2030,19,Mission,1972,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,23,X,X,210.0,RESTAURANT/FAST FOOD,,,IC,Invest Cont,740.0,,,,9000 N  SEPULVEDA                    BL,,34.2338,-118.4675
200513927,09/08/2020 12:00:00 AM,09/08/2020 12:00:00 AM,143,5,Harbor,514,1,310,BURGLARY,0216 0342 0344 0358 1601,37,M,H,221.0,PUBLIC STORAGE,,,AO,Adult Other,310.0,,,,1200 W  PACIFIC COAST                HY,,33.7904,-118.278
231709558,05/03/2023 12:00:00 AM,05/01/2023 12:00:00 AM,1400,17,Devonshire,1757,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344 1202,67,F,W,210.0,RESTAURANT/FAST FOOD,,,IC,Invest Cont,440.0,,,,16800    DEVONSHIRE                   ST,,34.2575,-118.498
221506433,02/14/2022 12:00:00 AM,02/14/2022 12:00:00 AM,239,15,N Hollywood,1583,1,330,BURGLARY FROM VEHICLE,1307 0344,36,F,W,707.0,GARAGE/CARPORT,,,IC,Invest Cont,330.0,,,,4200    LAUREL CANYON                BL,,34.1467,-118.3964
220809014,05/03/2022 12:00:00 AM,05/01/2022 12:00:00 AM,700,8,West LA,853,2,354,THEFT OF IDENTITY,1822 0100 0930,39,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,500 S  EUCALYPTUS                   AV,,34.0445,-118.4491
202104848,01/18/2020 12:00:00 AM,01/18/2020 12:00:00 AM,2125,21,Topanga,2143,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,35,M,X,406.0,OTHER STORE,,,IC,Invest Cont,442.0,,,,22800    VICTORY                      BL,,34.1864,-118.6234
221905267,02/02/2022 12:00:00 AM,02/01/2022 12:00:00 AM,1730,19,Mission,1981,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,40,F,B,104.0,DRIVEWAY,,,IC,Invest Cont,740.0,,,,8700    ORION                        AV,,34.2283,-118.472
211005683,02/25/2021 12:00:00 AM,02/25/2021 12:00:00 AM,2110,10,West Valley,1041,1,310,BURGLARY,0358 0389 1822 0344,36,F,O,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,5800    SHIRLEY                      AV,,34.1758,-118.5578
221716757,11/28/2022 12:00:00 AM,11/26/2022 12:00:00 AM,1700,17,Devonshire,1782,1,330,BURGLARY FROM VEHICLE,0344 1608 1822,22,F,W,707.0,GARAGE/CARPORT,,,IC,Invest Cont,330.0,,,,19400    PARTHENIA                    ST,,34.2312,-118.5632
211914183,10/07/2021 12:00:00 AM,10/07/2021 12:00:00 AM,2130,19,Mission,1918,2,624,BATTERY - SIMPLE ASSAULT,0444,49,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,12700    BROMONT                      AV,,34.3008,-118.4259
222000840,07/23/2022 12:00:00 AM,07/23/2022 12:00:00 AM,1615,20,Olympic,2041,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2054 0903 1822 0444 1536,42,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,946.0,,,1000 S  NORTON                       AV,,34.0538,-118.3207
231608715,05/31/2023 12:00:00 AM,05/31/2023 12:00:00 AM,310,16,Foothill,1685,1,310,BURGLARY,0344 1607,28,M,O,203.0,OTHER BUSINESS,,,IC,Invest Cont,310.0,,,,8400    LANKERSHIM                   BL,,34.2173,-118.3835
211220591,09/29/2021 12:00:00 AM,09/29/2021 12:00:00 AM,900,12,77th Street,1256,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 0603 0913,23,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,745.0,,,,900 W  74TH                         ST,,33.9727,-118.2897
230105396,01/21/2023 12:00:00 AM,01/21/2023 12:00:00 AM,1730,1,Central,159,1,330,BURGLARY FROM VEHICLE,0329 0344 1300 1307 1609 1822 0352,40,M,W,101.0,STREET,,,IC,Invest Cont,330.0,,,,1300    PALMETTO                     ST,,34.0401,-118.2329
201204896,01/14/2020 12:00:00 AM,01/09/2020 12:00:00 AM,1200,12,77th Street,1239,1,440,THEFT PLAIN - PETTY ($950 & UNDER),2032 0344,50,M,B,404.0,DEPARTMENT STORE,,,IC,Invest Cont,440.0,,,,5800 S  VERMONT                      AV,,33.9863,-118.2881
210605211,01/31/2021 12:00:00 AM,01/31/2021 12:00:00 AM,900,6,Hollywood,636,2,649,DOCUMENT FORGERY / STOLEN FELONY,1501 1822 1402,0,X,X,101.0,STREET,,,AO,Adult Other,649.0,998.0,,,IVAR,HOLLYWOOD,34.1016,-118.3282
211610572,08/16/2021 12:00:00 AM,08/16/2021 12:00:00 AM,917,16,Foothill,1675,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385,57,M,O,101.0,STREET,,,IC,Invest Cont,331.0,,,,10800    LA TUNA CANYON               RD,,34.2346,-118.3712
200816709,11/21/2020 12:00:00 AM,11/20/2020 12:00:00 AM,1500,8,West LA,855,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0346,49,F,O,140.0,BALCONY*,,,IC,Invest Cont,341.0,,,,10700    MASSACHUSETTS                AV,,34.0521,-118.4375
202018546,12/18/2020 12:00:00 AM,12/03/2020 12:00:00 AM,1200,20,Olympic,2069,2,354,THEFT OF IDENTITY,1822 0100 0929 0922 0930,58,F,K,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,1200    MENLO                        AV,,34.0491,-118.2907
231705440,01/24/2023 12:00:00 AM,01/21/2023 12:00:00 AM,2230,17,Devonshire,1735,2,354,THEFT OF IDENTITY,0929 1822,40,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,17600    LUDLOW                       ST,,34.2709,-118.5175
200308860,03/21/2020 12:00:00 AM,03/20/2020 12:00:00 AM,1500,3,Southwest,397,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,1400 W  VERNON                       AV,,34.0073,-118.298
220917539,12/21/2022 12:00:00 AM,12/20/2022 12:00:00 AM,2230,9,Van Nuys,939,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0385 1300,23,M,W,101.0,STREET,,,IC,Invest Cont,331.0,,,,6300    ETHEL                        AV,,34.1849,-118.4182
210405250,02/03/2021 12:00:00 AM,02/03/2021 12:00:00 AM,1200,4,Hollenbeck,426,2,237,CHILD NEGLECT (SEE 300 W.I.C.),1258,13,F,H,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other,237.0,,,,5200    NAVARRO                      ST,,34.0872,-118.1697
220207172,03/13/2022 12:00:00 AM,03/13/2022 12:00:00 AM,1430,2,Rampart,203,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",0603 1906 0913,38,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,956.0,,,,3900    MELROSE                      AV,,34.0851,-118.2881
220304748,01/18/2022 12:00:00 AM,01/18/2022 12:00:00 AM,1800,3,Southwest,363,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,3600 W  MARTIN LUTHER KING JR        BL,,34.0109,-118.3351
230208915,04/12/2023 12:00:00 AM,04/12/2023 12:00:00 AM,1440,2,Rampart,281,2,624,BATTERY - SIMPLE ASSAULT,1822 0400 1218,45,F,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,HOOVER,PICO,34.0473,-118.2842
241507381,03/10/2024 12:00:00 AM,03/09/2024 12:00:00 AM,2230,15,N Hollywood,1516,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,11500    ARCHWOOD                     ST,,34.1922,-118.3823
232011879,06/22/2023 12:00:00 AM,06/16/2023 12:00:00 AM,1400,20,Olympic,2001,1,310,BURGLARY,1822,0,X,X,210.0,RESTAURANT/FAST FOOD,,,IC,Invest Cont,310.0,,,,5500    MELROSE                      AV,,34.0835,-118.3202
240608752,04/25/2024 12:00:00 AM,04/24/2024 12:00:00 AM,2200,6,Hollywood,669,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1501 1822 0385,38,F,H,101.0,STREET,,,IC,Invest Cont,331.0,,,,1100 N  KINGSLEY                     DR,,34.0908,-118.3025
221907920,04/06/2022 12:00:00 AM,04/06/2022 12:00:00 AM,149,19,Mission,1993,2,888,TRESPASSING,1810,26,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,888.0,,,,7900    BURNET                       AV,,34.2155,-118.4636
220220109,11/13/2022 12:00:00 AM,11/12/2022 12:00:00 AM,2200,2,Rampart,285,2,624,BATTERY - SIMPLE ASSAULT,1813 0913 0416 0446 0417,31,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,1600 W  12TH                         ST,,34.0462,-118.276
221822892,12/13/2022 12:00:00 AM,06/18/2022 12:00:00 AM,940,18,Southeast,1842,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0605 1300 0400 1822 1252,37,F,H,108.0,PARKING LOT,307.0,VEHICLE,IC,Invest Cont,230.0,,,,IMPERIAL                     HY,LANZIT                       AV,33.9311,-118.2703
202013191,08/08/2020 12:00:00 AM,07/16/2020 12:00:00 AM,1600,20,Olympic,2099,2,664,"BUNCO, PETTY THEFT",1822 0100 0316 0344 0800 0701 1019 0940 1913,37,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,664.0,,,,1900    ARAPAHOE                     ST,,34.0383,-118.2848
221406878,02/27/2022 12:00:00 AM,02/23/2022 12:00:00 AM,1600,14,Pacific,1456,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,27,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440.0,,,,11900    AVON                         WY,,33.9969,-118.4179
230116868,07/27/2023 12:00:00 AM,06/04/2023 12:00:00 AM,5,1,Central,159,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 2000 1814 0444 0429 1210 0913 0421 1813,36,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,600 S  SANTA FE                     AV,,34.0383,-118.2305
242107971,04/13/2024 12:00:00 AM,04/13/2024 12:00:00 AM,155,21,Topanga,2149,1,310,BURGLARY,1609 0344,0,M,W,203.0,OTHER BUSINESS,310.0,CONCRETE BLOCK/BRICK,IC,Invest Cont,310.0,,,,19700    VANOWEN                      ST,,34.1938,-118.5622
221207339,03/03/2022 12:00:00 AM,03/02/2022 12:00:00 AM,1900,12,77th Street,1255,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,NORMANDIE                    AV,FLORENCE,33.9746,-118.3003
200812430,07/29/2020 12:00:00 AM,07/28/2020 12:00:00 AM,1600,8,West LA,837,1,330,BURGLARY FROM VEHICLE,1822 0344 0321,23,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,330.0,,,,600    MIDVALE                      AV,,34.0643,-118.4519
201517087,10/29/2020 12:00:00 AM,10/29/2020 12:00:00 AM,2020,15,N Hollywood,1548,2,354,THEFT OF IDENTITY,0377 0924,49,F,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,11100    WEDDINGTON                   ST,,34.167,-118.3748
201010281,06/12/2020 12:00:00 AM,06/09/2020 12:00:00 AM,1800,10,West Valley,1047,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0385 1822,54,F,W,104.0,DRIVEWAY,,,IC,Invest Cont,331.0,,,,5600    ALDEA                        AV,,34.1723,-118.5076
230915737,10/27/2023 12:00:00 AM,10/24/2023 12:00:00 AM,1921,9,Van Nuys,932,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 2032,76,F,W,410.0,"MEMBERSHIP STORE (COSTCO,SAMS CLUB)*",,,IC,Invest Cont,341.0,,,,6100 N  SEPULVEDA                    BL,,34.1807,-118.4662
211112184,08/22/2021 12:00:00 AM,08/21/2021 12:00:00 AM,1530,11,Northeast,1139,2,901,VIOLATION OF RESTRAINING ORDER,2038 0913 1814,63,F,H,104.0,DRIVEWAY,,,AO,Adult Other,901.0,,,,5800    ARROYO                       DR,,34.1054,-118.1894
221810205,05/04/2022 12:00:00 AM,05/02/2022 12:00:00 AM,1300,18,Southeast,1862,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1202 0329 0603 0913,64,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,740.0,,,,100 W  115TH                        ST,,33.9301,-118.2739
210319827,12/05/2021 12:00:00 AM,12/05/2021 12:00:00 AM,1520,3,Southwest,379,1,210,ROBBERY,0344 0432 0444 1251 1258 0216 1822 2024,10,M,H,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,1000 W  MARTIN LUTHER KING JR        BL,,34.0145,-118.2937
201613928,10/17/2020 12:00:00 AM,10/13/2020 12:00:00 AM,2150,16,Foothill,1684,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,56,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,740.0,,,,12000    CANTARA                      ST,,34.2193,-118.3954
221017544,12/11/2022 12:00:00 AM,12/10/2022 12:00:00 AM,2300,10,West Valley,1018,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,15900    SHERMAN                      WY,,34.2074,-118.4794
241813574,10/02/2024 12:00:00 AM,10/01/2024 12:00:00 AM,2200,18,Southeast,1851,1,510,VEHICLE - STOLEN,,0,,,710.0,OTHER PREMISE,,,IC,Invest Cont,510.0,,,,13300 S  VERMONT                      AV,,33.9113,-118.2916
201207696,02/23/2020 12:00:00 AM,02/23/2020 12:00:00 AM,1205,12,77th Street,1233,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 1402 0216 1309 0342 0906 0853,0,M,B,108.0,PARKING LOT,109.0,SEMI-AUTOMATIC PISTOL,JA,Juv Arrest,230.0,998.0,,,1600 W  SLAUSON                      AV,,33.9892,-118.3045
201609457,05/26/2020 12:00:00 AM,05/26/2020 12:00:00 AM,500,16,Foothill,1653,1,480,BIKE - STOLEN,0344,40,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,480.0,,,,12500    DEBELL                       ST,,34.2489,-118.4078
202010875,06/13/2020 12:00:00 AM,06/13/2020 12:00:00 AM,1750,20,Olympic,2044,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0429 0369 0416 0913 0419 1814 2000 2033,39,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,NORMANDIE,JAMES M WOOD,34.0559,-118.2998
231806127,02/09/2023 12:00:00 AM,02/09/2023 12:00:00 AM,700,18,Southeast,1842,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0913 0553 0416 0445 1251 1258,11,F,B,501.0,SINGLE FAMILY DWELLING,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,627.0,,,,100 E  110TH                        ST,,33.9357,-118.2739
200506883,03/07/2020 12:00:00 AM,03/07/2020 12:00:00 AM,2230,5,Harbor,517,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1266 0344 1309 1218,43,M,B,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,420.0,,,,OPP                          ST,EUBANK                       ST,33.7831,-118.2552
242104104,01/03/2024 12:00:00 AM,01/03/2024 12:00:00 AM,1415,21,Topanga,2136,2,624,BATTERY - SIMPLE ASSAULT,0408 1822 0601,19,M,H,203.0,OTHER BUSINESS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,7300    CANOGA                       AV,,34.2028,-118.5977
231904758,01/20/2023 12:00:00 AM,01/20/2023 12:00:00 AM,700,19,Mission,1998,1,310,BURGLARY,1607 0344 0352,56,M,A,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,14200    ROSCOE                       BL,,34.2216,-118.4429
201012016,08/13/2020 12:00:00 AM,08/11/2020 12:00:00 AM,2300,10,West Valley,1047,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0360 1906 0913 0562 0421 1202 1414,63,F,O,501.0,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,IC,Invest Cont,930.0,,,,17400    COLLINS                      ST,,34.1738,-118.5123
200210129,05/13/2020 12:00:00 AM,05/12/2020 12:00:00 AM,1635,2,Rampart,249,2,901,VIOLATION OF RESTRAINING ORDER,2038 0319 0913 1817,43,F,H,203.0,OTHER BUSINESS,,,AO,Adult Other,901.0,,,,300 S  BEAUDRY                      AV,,34.0565,-118.2566
200412169,08/25/2020 12:00:00 AM,06/01/2020 12:00:00 AM,1200,4,Hollenbeck,427,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 1243 0419 0429 0448 0913,46,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,2500 N  SOTO                         ST,,34.0767,-118.1937
210604064,01/03/2021 12:00:00 AM,01/03/2021 12:00:00 AM,1230,6,Hollywood,649,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0400 0447 0913 1814 1501,43,M,O,501.0,SINGLE FAMILY DWELLING,500.0,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,626.0,,,,5200    HOLLYWOOD                    BL,,34.1018,-118.3035
200113530,06/17/2020 12:00:00 AM,06/15/2020 12:00:00 AM,1100,1,Central,111,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1218 1606 1822 0377 1300 0344,49,M,W,108.0,PARKING LOT,,,IC,Invest Cont,331.0,,,,ALAMEDA,ALPINE,34.0616,-118.2363
210907769,04/05/2021 12:00:00 AM,04/05/2021 12:00:00 AM,1030,9,Van Nuys,984,2,354,THEFT OF IDENTITY,1251 1822 0929,24,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,14600    TUSTIN                       ST,,34.1465,-118.4544
200511328,07/02/2020 12:00:00 AM,07/02/2020 12:00:00 AM,1200,5,Harbor,531,2,901,VIOLATION OF RESTRAINING ORDER,1906 2038 0913,26,F,W,501.0,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,901.0,,,,25900    BELLE PORTE                  AV,,33.7876,-118.3012
210504954,01/24/2021 12:00:00 AM,01/24/2021 12:00:00 AM,30,5,Harbor,504,1,320,"BURGLARY, ATTEMPTED",0329 1601,29,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,320.0,,,,1600 W  208TH                        ST,,33.8419,-118.3092
231422276,12/26/2023 12:00:00 AM,12/22/2023 12:00:00 AM,2230,14,Pacific,1494,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344,36,F,B,212.0,TRANSPORTATION FACILITY (AIRPORT),500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,440.0,,,,600    WORLD                        WY,,33.9429,-118.403
201504872,01/18/2020 12:00:00 AM,01/18/2020 12:00:00 AM,1845,15,N Hollywood,1585,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 2004,20,M,H,404.0,DEPARTMENT STORE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624.0,,,,11000    VENTURA                      BL,,34.143,-118.3727
200314650,07/23/2020 12:00:00 AM,07/09/2020 12:00:00 AM,800,3,Southwest,341,2,354,THEFT OF IDENTITY,0100 0922 0929 1202 1822,80,M,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,3900 S  BURNSIDE                     AV,,34.0162,-118.3651
220707377,03/30/2022 12:00:00 AM,03/29/2022 12:00:00 AM,1945,7,Wilshire,706,2,624,BATTERY - SIMPLE ASSAULT,0416,46,M,H,202.0,LIQUOR STORE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,6900    MELROSE                      AV,,34.0835,-118.3416
242004838,01/20/2024 12:00:00 AM,01/20/2024 12:00:00 AM,200,20,Olympic,2056,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822 1307,31,M,B,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,1000 S  NEW HAMPSHIRE                AV,,34.0527,-118.2926
201013518,09/28/2020 12:00:00 AM,09/28/2020 12:00:00 AM,1725,10,West Valley,1037,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1822,41,F,A,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,745.0,,,,17300    HAMLIN                       ST,,34.1885,-118.5142
211711193,08/01/2021 12:00:00 AM,08/01/2021 12:00:00 AM,1430,17,Devonshire,1775,1,310,BURGLARY,1202 0321 0352 0344 1601,67,F,O,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,9300    WISH                         AV,,34.2395,-118.5084
201813189,06/27/2020 12:00:00 AM,06/27/2020 12:00:00 AM,1900,18,Southeast,1803,1,421,THEFT FROM MOTOR VEHICLE - ATTEMPT,1822 0329 1300,42,M,H,108.0,PARKING LOT,,,AA,Adult Arrest,421.0,,,,SAN PEDRO,MANCHESTER,33.9601,-118.2695
201114644,10/14/2020 12:00:00 AM,09/25/2020 12:00:00 AM,2315,11,Northeast,1102,2,932,PEEPING TOM,1501 0528 1822,32,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,932.0,,,,4100    GARDEN                       AV,,34.126,-118.2688
202006228,02/15/2020 12:00:00 AM,02/15/2020 12:00:00 AM,1730,20,Olympic,2029,2,946,OTHER MISCELLANEOUS CRIME,0112 1027 1204 0220 1402,0,X,X,101.0,STREET,,,IC,Invest Cont,946.0,998.0,,,600 S  VIRGIL                       AV,,34.0637,-118.287
241509191,04/18/2024 12:00:00 AM,04/17/2024 12:00:00 AM,800,15,N Hollywood,1517,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,6600    KLUMP                        AV,,34.1903,-118.3758
211008826,06/07/2021 12:00:00 AM,06/06/2021 12:00:00 AM,500,10,West Valley,1063,1,310,BURGLARY,0358 1822 0344 1607 1414 1420,0,M,W,702.0,OFFICE BUILDING/OFFICE,,,IC,Invest Cont,310.0,,,,5500    RESEDA                       BL,,34.1701,-118.536
200706174,02/15/2020 12:00:00 AM,02/15/2020 12:00:00 AM,1745,7,Wilshire,722,2,624,BATTERY - SIMPLE ASSAULT,0400,23,F,H,203.0,OTHER BUSINESS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,100 N  LA CIENEGA                   BL,,34.0746,-118.3765
201809305,04/08/2020 12:00:00 AM,04/08/2020 12:00:00 AM,1130,18,Southeast,1836,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,10700    COMPTON                      AV,,33.9383,-118.2494
240115066,07/21/2024 12:00:00 AM,06/23/2024 12:00:00 AM,1600,1,Central,135,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,420.0,,,,300 S  MAIN                         ST,,34.0495,-118.2459
200111796,05/16/2020 12:00:00 AM,05/15/2020 12:00:00 AM,1300,1,Central,157,1,210,ROBBERY,0416 0429 0344 1822 2004 1218 1414 1402,58,M,B,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,210.0,998.0,,,500 S  SAN PEDRO                    ST,,34.0438,-118.2441
